uuid,severity,country,length,speed,city,street,type,line.0.x,line.0.y,pubMillis,fecha_subida
573685670,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748545,-33.472782,1743691023611,2025-04-20T07:04:51.330949
114883910,5,CI,10,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790036,-33.44138,1743491997739,2025-04-20T07:04:51.330949
573623440,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748263,-33.471201,1743691023199,2025-04-20T07:04:51.330949
1248208838,5,CI,10,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790116,-33.44144,1741798460399,2025-04-20T07:04:51.330949
98425980,5,CI,134,0,Pudahuel,Acceso a Autopista Américo Vespucio > Ruta 68 / Las Condes,NONE,-70.769138,-33.454313,1743487183434,2025-04-20T07:04:51.330949
25328164,5,CI,115,0,Pudahuel,Salida 21 > San Pablo / Claudio Arrau,NONE,-70.773191,-33.451011,1741074373619,2025-04-20T07:04:51.330949
620557650,5,CI,155,0,Maipú,Av. Hugo Bravo,NONE,-70.750514,-33.474552,1744948959395,2025-04-20T07:04:51.330949
573580674,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748812,-33.474342,1743691023694,2025-04-20T07:04:51.330949
620703304,5,CI,38,0,Maipú,Av. Hugo Bravo,NONE,-70.747926,-33.474756,1744949109035,2025-04-20T07:04:51.330949
620703302,5,CI,39,0,Maipú,Av. Hugo Bravo,NONE,-70.74751,-33.474791,1744949109029,2025-04-20T07:04:51.330949
87640962,5,CI,128,0,Maipú,Av. Hugo Bravo,NONE,-70.758188,-33.474319,1743596953377,2025-04-20T07:04:51.330949
1316610756,5,CI,119,0,Pudahuel,Av. San Pablo,NONE,-70.789916,-33.442797,1744098950537,2025-04-20T07:04:51.330949
1205082474,5,CI,68,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790182,-33.442051,1744166299983,2025-04-20T07:04:51.330949
620837822,5,CI,39,0,Maipú,Longitudinal,NONE,-70.748812,-33.474342,1744949260696,2025-04-20T07:04:51.330949
1224250422,5,CI,50,0,Cerro Navia,Vicuña Rozas,NONE,-70.726965,-33.432738,1743043128208,2025-04-20T07:04:51.330949
1205036828,5,CI,41,0,Renca,Olimpo,NONE,-70.744097,-33.406021,1744166299387,2025-04-20T07:04:51.330949
1316576182,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748215,-33.470943,1744098950882,2025-04-20T07:04:51.330949
1159042246,5,CI,178,1.3833333333333333,Santiago,Yungay,NONE,-70.671639,-33.429744,1745132606428,2025-04-20T07:04:51.330949
1158952908,5,CI,538,2.477777777777778,Santiago,Rafael Sotomayor,NONE,-70.673416,-33.43966,1745132535557,2025-04-20T07:04:51.330949
573704938,5,CI,29,0,Maipú,Longitudinal,NONE,-70.74845,-33.472275,1743691023641,2025-04-20T07:04:51.330949
52586232,5,CI,167,0,Cerro Navia,Vicuña Rozas,NONE,-70.723618,-33.433401,1742372674163,2025-04-20T07:04:51.330949
620765146,5,CI,174,0,Maipú,Aves del Paraíso,NONE,-70.750208,-33.471579,1744949259688,2025-04-20T07:04:51.330949
1205063688,5,CI,50,0,Cerro Navia,Vicuña Rozas,NONE,-70.727491,-33.432637,1744166300438,2025-04-20T07:04:51.330949
573919470,5,CI,27,0,Maipú,Longitudinal,NONE,-70.748302,-33.471446,1743691103065,2025-04-20T07:04:51.330949
573584620,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748175,-33.470678,1743691023343,2025-04-20T07:04:51.330949
573704942,5,CI,28,0,Maipú,Longitudinal,NONE,-70.748497,-33.472527,1743691023643,2025-04-20T07:04:51.330949
573880552,5,CI,26,0,Maipú,Longitudinal,NONE,-70.748721,-33.473796,1743691103074,2025-04-20T07:04:51.330949
573584622,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748175,-33.470678,1743691023343,2025-04-20T07:04:51.330949
573704940,5,CI,28,0,Maipú,Longitudinal,NONE,-70.74845,-33.472275,1743691023642,2025-04-20T07:04:51.330949
775497958,5,CI,149,0,Pudahuel,Puerto Madero,NONE,-70.781418,-33.450795,1744904623045,2025-04-20T07:04:51.330949
573938900,5,CI,16,0,Maipú,Longitudinal,NONE,-70.748132,-33.470415,1743691103027,2025-04-20T07:04:51.330949
620800740,5,CI,126,0,Maipú,Aves del Paraíso,NONE,-70.747,-33.471834,1744949259624,2025-04-20T07:04:51.330949
573701078,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748497,-33.472527,1743691023649,2025-04-20T07:04:51.330949
1317246314,5,CI,125,0,Pudahuel,Acceso Autopista Américo Vespucio > Ruta 68 / Las Condes,NONE,-70.773923,-33.450178,1744099245148,2025-04-20T07:04:51.330949
573658330,5,CI,34,0,Maipú,Longitudinal,NONE,-70.748401,-33.472017,1743691023156,2025-04-20T07:04:51.330949
573646786,5,CI,27,0,Maipú,Longitudinal,NONE,-70.748263,-33.471201,1743691023199,2025-04-20T07:04:51.330949
579876196,5,CI,69,0,Cerro Navia,Vicuña Rozas,NONE,-70.722512,-33.43366,1737348423192,2025-04-20T07:04:51.330949
620833780,5,CI,174,0,Maipú,Aves del Paraíso,NONE,-70.748344,-33.471714,1744949260700,2025-04-20T07:04:51.330949
1158965730,5,CI,436,2.7805555555555554,Maipú,Av. Manuel Rodríguez,NONE,-70.759892,-33.511775,1745132464299,2025-04-20T07:04:51.330949
25213560,5,CI,53,0,Cerro Navia,Vicuña Rozas,NONE,-70.723054,-33.433525,1741074307930,2025-04-20T07:04:51.330949
1683603106,5,CI,54,0,Cerro Navia,Vicuña Rozas,NONE,-70.723618,-33.433401,1743132478953,2025-04-20T07:04:51.330949
620584198,5,CI,49,0,Maipú,Av. Hugo Bravo,NONE,-70.748337,-33.474733,1744948958930,2025-04-20T07:04:51.330949
1205048878,5,CI,68,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790116,-33.44144,1744166300304,2025-04-20T07:04:51.330949
1159075048,5,CI,435,3.313888888888889,Renca,Av. Arturo Prat,NONE,-70.714505,-33.403581,1745132676957,2025-04-20T07:04:51.330949
620765182,5,CI,39,0,Maipú,Longitudinal,NONE,-70.748857,-33.474694,1744949260349,2025-04-20T07:04:51.330949
16051978,5,CI,92,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790182,-33.442051,1743567282357,2025-04-20T07:04:51.330949
87716548,5,CI,66,0,Maipú,Av. Hugo Bravo,NONE,-70.756185,-33.474176,1744553001762,2025-04-20T07:04:51.330949
1159042246,5,CI,178,1.3833333333333333,Santiago,Yungay,NONE,-70.671639,-33.429744,1745132606428,2025-04-20T07:04:54.665398
1159101794,5,CI,253,1.7916666666666667,Santiago,Cienfuegos,NONE,-70.663296,-33.443179,1745132677428,2025-04-20T07:04:54.665398
1158952908,5,CI,538,2.477777777777778,Santiago,Rafael Sotomayor,NONE,-70.673416,-33.43966,1745132535557,2025-04-20T07:04:54.665398
1158812268,5,CI,321,1.95,Quinta Normal,Aviador Blériot,NONE,-70.692946,-33.423023,1745132321435,2025-04-20T07:04:54.665398
1158915542,5,CI,743,4.6,Recoleta,Lircay,NONE,-70.641082,-33.405648,1745132464507,2025-04-20T07:04:57.791002
1159009952,5,CI,420,3.225,Recoleta,San Gerardo,NONE,-70.657459,-33.404035,1745132535328,2025-04-20T07:04:57.791002
1316626310,5,CI,54,0,Providencia,General Bustamante,NONE,-70.632905,-33.437466,1744098950611,2025-04-20T07:04:57.791002
1781290818,5,CI,23,0,Providencia,,NONE,-70.634416,-33.436673,1736849765253,2025-04-20T07:04:57.791002
1316572374,5,CI,62,0,Providencia,Merced,NONE,-70.634662,-33.436627,1744098951913,2025-04-20T07:04:57.791002
154662264,5,CI,90,0,Providencia,Ramón Carnicer,NONE,-70.634222,-33.437236,1742413081480,2025-04-20T07:04:57.791002
1158915542,5,CI,743,4.6,Recoleta,Lircay,NONE,-70.641082,-33.405648,1745132464507,2025-04-20T07:05:00.639676
1159009952,5,CI,420,3.225,Recoleta,San Gerardo,NONE,-70.657459,-33.404035,1745132535328,2025-04-20T07:05:00.639676
1316626310,5,CI,54,0,Providencia,General Bustamante,NONE,-70.632905,-33.437466,1744098950611,2025-04-20T07:05:00.639676
1781290818,5,CI,23,0,Providencia,,NONE,-70.634416,-33.436673,1736849765253,2025-04-20T07:05:00.639676
1316572374,5,CI,62,0,Providencia,Merced,NONE,-70.634662,-33.436627,1744098951913,2025-04-20T07:05:00.639676
154662264,5,CI,90,0,Providencia,Ramón Carnicer,NONE,-70.634222,-33.437236,1742413081480,2025-04-20T07:05:00.639676
65336358,5,CI,48,0,Conchalí,Av. Independencia,NONE,-70.672368,-33.395135,1744532831166,2025-04-20T07:05:04.171187
114926170,5,CI,119,0,Conchalí,Av. Independencia,NONE,-70.670678,-33.397087,1743491998515,2025-04-20T07:05:04.171187
1316851966,5,CI,19,0,La Reina,Romeo Salinas (Pista Izquierda),NONE,-70.57433,-33.438205,1744099079466,2025-04-20T07:05:04.171187
1158915542,5,CI,743,4.6,Recoleta,Lircay,NONE,-70.641082,-33.405648,1745132464507,2025-04-20T07:05:04.171187
256410702,5,CI,74,0,Conchalí,Av. Independencia,NONE,-70.673132,-33.394031,1739932708038,2025-04-20T07:05:04.171187
1240361062,5,CI,9,0,Conchalí,Av. Independencia,NONE,-70.67584,-33.389988,1739279509915,2025-04-20T07:05:04.171187
603395454,5,CI,23,0,Conchalí,Bartolomé Mandujano,NONE,-70.670914,-33.397073,1741383756200,2025-04-20T07:05:04.171187
153679650,5,CI,66,0,Conchalí,Av. Independencia,NONE,-70.671848,-33.395803,1743507732474,2025-04-20T07:05:04.171187
1158969310,5,CI,213,1.3305555555555555,Providencia,General del Canto,NONE,-70.618281,-33.428831,1745132464741,2025-04-20T07:05:04.171187
153207978,5,CI,69,0,Conchalí,Av. Independencia,NONE,-70.680889,-33.384003,1742290463622,2025-04-20T07:05:04.171187
1205045020,5,CI,54,0,Conchalí,Av. Independencia,NONE,-70.675776,-33.390051,1744166301972,2025-04-20T07:05:04.171187
154662264,5,CI,90,0,Providencia,Ramón Carnicer,NONE,-70.634222,-33.437236,1742413081480,2025-04-20T07:05:04.171187
1183236502,5,CI,89,0,Conchalí,Av. Fermín Vivaceta,NONE,-70.679925,-33.385238,1744027377550,2025-04-20T07:05:04.171187
1159042246,5,CI,178,1.3833333333333333,Santiago,Yungay,NONE,-70.671639,-33.429744,1745132606428,2025-04-20T07:05:04.171187
65336368,5,CI,59,0,Conchalí,Av. Independencia,NONE,-70.674506,-33.391795,1744532831288,2025-04-20T07:05:04.171187
675973022,5,CI,86,0,Conchalí,Av. Independencia,NONE,-70.677877,-33.388526,1740019685944,2025-04-20T07:05:04.171187
675902300,5,CI,12,0,Conchalí,,NONE,-70.68079,-33.383938,1743734073788,2025-04-20T07:05:04.171187
745251774,5,CI,36,0,Conchalí,Av. Independencia,NONE,-70.680456,-33.384504,1737451031031,2025-04-20T07:05:04.171187
1158952908,5,CI,538,2.477777777777778,Santiago,Rafael Sotomayor,NONE,-70.673416,-33.43966,1745132535557,2025-04-20T07:05:04.171187
114945408,5,CI,190,0,Conchalí,Negrete,NONE,-70.671402,-33.396267,1743491997648,2025-04-20T07:05:04.171187
653291370,5,CI,30,0,Conchalí,Av. Independencia,NONE,-70.672108,-33.395502,1743720389536,2025-04-20T07:05:04.171187
658634076,5,CI,21,0,Ñuñoa,Romeo Salinas,NONE,-70.574344,-33.438035,1744857255074,2025-04-20T07:05:04.171187
1224463258,5,CI,71,0,Conchalí,Av. Independencia,NONE,-70.673901,-33.392826,1743043368272,2025-04-20T07:05:04.171187
153195776,5,CI,68,0,Conchalí,Av. Independencia,NONE,-70.672736,-33.394605,1743507581732,2025-04-20T07:05:04.171187
153107394,5,CI,60,0,Conchalí,Av. Fermín Vivaceta,NONE,-70.680232,-33.384766,1742290397209,2025-04-20T07:05:04.171187
98371774,5,CI,56,0,Providencia,Av. Vitacura > Oriente,NONE,-70.604637,-33.417704,1743487183434,2025-04-20T07:05:04.171187
1316750744,5,CI,43,0,Conchalí,Av. Independencia,NONE,-70.675448,-33.390448,1744099016049,2025-04-20T07:05:04.171187
115310330,5,CI,19,0,Conchalí,Av. Independencia,NONE,-70.670756,-33.396926,1743492127523,2025-04-20T07:05:04.171187
1205052662,5,CI,28,0,Ñuñoa,Romeo Salinas,NONE,-70.574362,-33.437786,1744166300455,2025-04-20T07:05:04.171187
1248400846,5,CI,95,0,Conchalí,Av. Independencia,NONE,-70.671402,-33.396267,1741798465774,2025-04-20T07:05:04.171187
1158935028,5,CI,228,0,Las Condes,Los Conquistadores / Túnel San Cristóbal,NONE,-70.60373,-33.408631,1745132464364,2025-04-20T07:05:04.171187
1224403346,5,CI,69,0,Conchalí,Av. Independencia,NONE,-70.674236,-33.392276,1743043290433,2025-04-20T07:05:04.171187
1159105598,5,CI,394,2.0694444444444446,Providencia,Darío Urzúa,NONE,-70.609699,-33.430681,1745132676942,2025-04-20T07:05:04.171187
675925092,5,CI,12,0,Conchalí,,NONE,-70.680889,-33.384003,1743734073965,2025-04-20T07:05:04.171187
1781290818,5,CI,23,0,Providencia,,NONE,-70.634416,-33.436673,1736849765253,2025-04-20T07:05:04.171187
1316572374,5,CI,62,0,Providencia,Merced,NONE,-70.634662,-33.436627,1744098951913,2025-04-20T07:05:04.171187
1150514722,5,CI,165,0,Conchalí,Av. Independencia,NONE,-70.677101,-33.388947,1745116415778,2025-04-20T07:05:04.171187
53276510,5,CI,56,0,Conchalí,Av. Independencia,NONE,-70.674781,-33.391343,1744511375375,2025-04-20T07:05:04.171187
1160248530,5,CI,11,0,Conchalí,Av. Independencia,NONE,-70.671918,-33.395719,1742885524587,2025-04-20T07:05:04.171187
1316996746,5,CI,22,0,Conchalí,Bartolomé Mandujano,NONE,-70.670914,-33.397073,1744099143719,2025-04-20T07:05:04.171187
1159009952,5,CI,420,3.225,Recoleta,San Gerardo,NONE,-70.657459,-33.404035,1745132535328,2025-04-20T07:05:04.171187
1317436208,5,CI,42,0,Conchalí,Av. Independencia,NONE,-70.674989,-33.391008,1744099368114,2025-04-20T07:05:04.171187
1316840714,5,CI,80,0,Conchalí,Av. Independencia,NONE,-70.673548,-33.393395,1744099080609,2025-04-20T07:05:04.171187
1159453164,5,CI,32,0,Conchalí,Av. Independencia,NONE,-70.675194,-33.390777,1742885263900,2025-04-20T07:05:04.171187
1316626310,5,CI,54,0,Providencia,General Bustamante,NONE,-70.632905,-33.437466,1744098950611,2025-04-20T07:05:04.171187
624502876,5,CI,149,0,La Cisterna,Av. Ossa,NONE,-70.663019,-33.539187,1744954752087,2025-04-20T07:05:07.223389
214837654,5,CI,125,0,La Cisterna,Ernesto Riquelme,NONE,-70.667899,-33.545833,1744790401310,2025-04-20T07:05:07.223389
624494848,5,CI,149,0,La Cisterna,Av. Ossa,NONE,-70.664578,-33.538877,1744954751523,2025-04-20T07:05:07.223389
1158931288,5,CI,797,5.266666666666667,San Bernardo,Baquedano,NONE,-70.697395,-33.59428,1745132464375,2025-04-20T07:05:07.223389
1159078982,5,CI,200,1.2861111111111112,Quilicura,Av. Las Torres,NONE,-70.742674,-33.349154,1745132677082,2025-04-20T07:05:09.877179
1158820252,5,CI,741,5.069444444444445,Batuco,La Capilla,NONE,-70.780449,-33.243091,1745132321912,2025-04-20T07:05:09.877179
1074367240,5,CI,55,0,Renca,Vicuña Mackenna,NONE,-70.745639,-33.406205,1737644649234,2025-04-20T07:05:12.862282
1641266002,5,CI,92,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.789916,-33.442797,1741987226230,2025-04-20T07:05:12.862282
1640814734,5,CI,119,0,Pudahuel,Av. San Pablo,NONE,-70.788678,-33.443053,1743231466820,2025-04-20T07:05:12.862282
774072992,5,CI,162,0,Pudahuel,Salida a Vespucio Norte Express > La Florida / 5 Sur / Maipú,NONE,-70.777797,-33.447429,1744904380950,2025-04-20T07:05:12.862282
1640844874,5,CI,148,0,Pudahuel,Av. San Pablo,NONE,-70.784164,-33.443728,1740597189290,2025-04-20T07:05:12.862282
1159012760,5,CI,582,4.002777777777778,Cerro Navia,Av. Costanera Sur,NONE,-70.781021,-33.416356,1745132606853,2025-04-20T07:05:12.862282
1158820252,5,CI,741,5.069444444444445,Batuco,La Capilla,NONE,-70.780449,-33.243091,1745132321912,2025-04-20T07:05:12.862282
1205036828,5,CI,41,0,Renca,Olimpo,NONE,-70.744097,-33.406021,1744166299387,2025-04-20T07:05:12.862282
1159078982,5,CI,200,1.2861111111111112,Quilicura,Av. Las Torres,NONE,-70.742674,-33.349154,1745132677082,2025-04-20T07:05:12.862282
775403814,5,CI,129,0,Pudahuel,Puerto Madero,NONE,-70.781418,-33.450795,1744904623334,2025-04-20T07:05:12.862282
1159044230,5,CI,2500,12.113888888888889,Lampa,Ruta G-16,NONE,-70.804108,-33.350259,1745132676970,2025-04-20T07:05:12.862282
114883910,5,CI,10,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790036,-33.44138,1743491997739,2025-04-20T07:05:12.862282
775497958,5,CI,149,0,Pudahuel,Puerto Madero,NONE,-70.781418,-33.450795,1744904623045,2025-04-20T07:05:12.862282
1248208838,5,CI,10,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790116,-33.44144,1741798460399,2025-04-20T07:05:12.862282
1316622360,5,CI,427,0,Pudahuel,Av. San Pablo,NONE,-70.788678,-33.443053,1744098950920,2025-04-20T07:05:12.862282
775455248,5,CI,149,0,Pudahuel,Puerto Madero,NONE,-70.783012,-33.450674,1744904622452,2025-04-20T07:05:12.862282
1317246314,5,CI,125,0,Pudahuel,Acceso Autopista Américo Vespucio > Ruta 68 / Las Condes,NONE,-70.773923,-33.450178,1744099245148,2025-04-20T07:05:12.862282
1160021326,5,CI,53,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.789626,-33.441051,1742885459215,2025-04-20T07:05:12.862282
774944026,5,CI,101,0,Pudahuel,Puerto Madero,NONE,-70.777215,-33.44786,1744904541564,2025-04-20T07:05:12.862282
1812367980,5,CI,148,0,Pudahuel,Av. San Pablo,NONE,-70.782577,-33.443804,1744442647688,2025-04-20T07:05:12.862282
16089990,5,CI,65,0,Pudahuel,Salida Depósito Express Pudahuel,NONE,-70.790242,-33.443219,1743567282221,2025-04-20T07:05:12.862282
1159657512,5,CI,55,0,Renca,Vicuña Mackenna,NONE,-70.74555,-33.405715,1742885329271,2025-04-20T07:05:12.862282
775455246,5,CI,96,0,Pudahuel,Puerto Madero,NONE,-70.783012,-33.450674,1744904622452,2025-04-20T07:05:12.862282
1159434092,5,CI,53,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790036,-33.44138,1742885264123,2025-04-20T07:05:12.862282
1640775094,5,CI,427,0,Pudahuel,Av. San Pablo,NONE,-70.784164,-33.443728,1740597187722,2025-04-20T07:05:12.862282
775336778,5,CI,96,0,Pudahuel,Puerto Madero,NONE,-70.784036,-33.450615,1744904623047,2025-04-20T07:05:12.862282
1158904814,5,CI,2930,13.73611111111111,Lampa,Ruta G-16,NONE,-70.833977,-33.317112,1745132464242,2025-04-20T07:05:12.862282
1205048878,5,CI,68,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790116,-33.44144,1744166300304,2025-04-20T07:05:12.862282
1316610756,5,CI,119,0,Pudahuel,Av. San Pablo,NONE,-70.789916,-33.442797,1744098950537,2025-04-20T07:05:12.862282
1205082474,5,CI,68,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790182,-33.442051,1744166299983,2025-04-20T07:05:12.862282
16051978,5,CI,92,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790182,-33.442051,1743567282357,2025-04-20T07:05:12.862282
1158820252,5,CI,741,5.069444444444445,Batuco,La Capilla,NONE,-70.780449,-33.243091,1745132321912,2025-04-20T07:05:15.403313
1158931288,5,CI,797,5.266666666666667,San Bernardo,Baquedano,NONE,-70.697395,-33.59428,1745132464375,2025-04-20T07:05:23.421268
1158710782,5,CI,289,1.961111111111111,Puente Alto,Carlos Aguirre Luco,NONE,-70.577376,-33.582654,1745132106799,2025-04-20T07:05:25.991001
1146642568,5,CI,58,0,Peñalolén,Av. Los Presidentes,NONE,-70.57854,-33.480716,1745111799463,2025-04-20T07:05:28.764172
1146634600,5,CI,81,0,Peñalolén,Av. Los Presidentes,NONE,-70.576461,-33.480651,1745111799370,2025-04-20T07:05:28.764172
1146642444,5,CI,42,0,Peñalolén,Av. Los Presidentes,NONE,-70.577385,-33.480361,1745111798089,2025-04-20T07:05:28.764172
155848206,5,CI,42,0,Peñalolén,Av. Los Presidentes,NONE,-70.57696,-33.480497,1742413906850,2025-04-20T07:05:28.764172
1146585042,5,CI,62,0,Peñalolén,Av. Los Presidentes,NONE,-70.578046,-33.48041,1745111799512,2025-04-20T07:05:28.764172
229123902,5,CI,81,0,Peñalolén,Av. Los Presidentes,NONE,-70.57564,-33.480904,1744799145847,2025-04-20T07:05:28.764172
717197720,5,CI,149,0,Peñalolén,Av. Los Presidentes,NONE,-70.57564,-33.480904,1744890217956,2025-04-20T07:05:28.764172
1158750614,5,CI,270,1.3027777777777778,La Florida,,NONE,-70.59571,-33.509572,1745132178089,2025-04-20T07:05:28.764172
155906546,5,CI,49,0,Peñalolén,Av. Los Presidentes,NONE,-70.576461,-33.480651,1742413907800,2025-04-20T07:05:28.764172
1159034844,5,CI,572,3.352777777777778,La Florida,Av. Perú,NONE,-70.589756,-33.531019,1745132608165,2025-04-20T07:05:28.764172
1316747104,5,CI,149,0,Peñalolén,Av. Los Presidentes,NONE,-70.574127,-33.481355,1744099015374,2025-04-20T07:05:28.764172
1158710782,5,CI,289,1.961111111111111,Puente Alto,Carlos Aguirre Luco,NONE,-70.577376,-33.582654,1745132106799,2025-04-20T07:05:28.764172
1146596232,5,CI,49,0,Peñalolén,Av. Los Presidentes,NONE,-70.57696,-33.480497,1745111798677,2025-04-20T07:05:28.764172
131947550,5,CI,67,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876663,-33.616679,1744739229417,2025-04-20T07:05:31.805856
1159059734,5,CI,363,2.922222222222222,Culiprán,Ruta G-770,NONE,-71.239128,-33.806674,1745132677485,2025-04-20T07:05:31.805856
192099962,5,CI,57,0,"Malloco, Peñaflor",Los Olmos,NONE,-70.875809,-33.616829,1744776796912,2025-04-20T07:05:31.805856
131994004,5,CI,62,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.877062,-33.618167,1744739230751,2025-04-20T07:05:31.805856
131901136,5,CI,43,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.875938,-33.614047,1744739230513,2025-04-20T07:05:31.805856
1282821858,5,CI,196,0,Padre Hurtado,Av. Santa Leonor,NONE,-70.807189,-33.562795,1740564351709,2025-04-20T07:05:31.805856
121738196,5,CI,286,0,Padre Hurtado,Av. Santa Leonor,NONE,-70.809294,-33.560919,1733824574690,2025-04-20T07:05:31.805856
550804034,5,CI,22,0,"Malloco, Peñaflor",Las Acacias,NONE,-70.875525,-33.618066,1744815395966,2025-04-20T07:05:31.805856
1159005954,5,CI,48,0,Maipú,Presidente Arturo Alessandri Palma,NONE,-70.773605,-33.529089,1745132535618,2025-04-20T07:05:31.805856
131877572,5,CI,44,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876155,-33.614812,1744739229438,2025-04-20T07:05:31.805856
131877696,5,CI,49,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876384,-33.615636,1744739230606,2025-04-20T07:05:31.805856
131877698,5,CI,44,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876155,-33.614812,1744739230608,2025-04-20T07:05:31.805856
131877570,5,CI,52,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876499,-33.616095,1744739229435,2025-04-20T07:05:31.805856
131877564,5,CI,44,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876047,-33.614422,1744739229430,2025-04-20T07:05:31.805856
131916536,5,CI,53,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.87692,-33.617618,1744739229543,2025-04-20T07:05:31.805856
131978616,5,CI,54,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876796,-33.617153,1744739229425,2025-04-20T07:05:31.805856
131939704,5,CI,44,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.875938,-33.614047,1744739228876,2025-04-20T07:05:31.805856
1158669988,5,CI,719,3.816666666666667,Padre Hurtado,Av. San Ignacio,NONE,-70.809759,-33.582587,1745132035147,2025-04-20T07:05:31.805856
131959542,5,CI,49,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876263,-33.615202,1744739229996,2025-04-20T07:05:31.805856
131978610,5,CI,54,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876663,-33.616679,1744739229423,2025-04-20T07:05:31.805856
192103618,5,CI,57,0,"Malloco, Peñaflor",Los Olmos,NONE,-70.875204,-33.616932,1744776797319,2025-04-20T07:05:31.805856
1158965730,5,CI,436,2.7805555555555554,Maipú,Av. Manuel Rodríguez,NONE,-70.759892,-33.511775,1745132464299,2025-04-20T07:05:31.805856
229285020,5,CI,44,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876263,-33.615202,1744799214803,2025-04-20T07:05:31.805856
1159046242,5,CI,728,2.1,Padre Hurtado,Río Ñuble,NONE,-70.803223,-33.577799,1745132606142,2025-04-20T07:05:31.805856
131916580,5,CI,62,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.87692,-33.617618,1744739229843,2025-04-20T07:05:31.805856
131943780,5,CI,44,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.875833,-33.613657,1744739228899,2025-04-20T07:05:31.805856
131993892,5,CI,52,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876384,-33.615636,1744739229438,2025-04-20T07:05:31.805856
131893158,5,CI,67,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876499,-33.616095,1744739229439,2025-04-20T07:05:31.805856
237398044,5,CI,99,0,Peñaflor,Salida > San Javier,NONE,-70.859475,-33.621131,1744656853590,2025-04-20T07:05:31.805856
131920544,5,CI,43,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876047,-33.614422,1744739231022,2025-04-20T07:05:31.805856
550788008,5,CI,22,0,"Malloco, Peñaflor",Las Acacias,NONE,-70.875472,-33.617869,1744815396027,2025-04-20T07:05:31.805856
131986464,5,CI,53,0,"Malloco, Peñaflor",Los Aromos,NONE,-70.876796,-33.617153,1744739230077,2025-04-20T07:05:31.805856
1159030634,5,CI,229,1.65,Calera de Tango,El Copihue,NONE,-70.781339,-33.591188,1745132607046,2025-04-20T07:05:31.805856
1074367240,5,CI,55,0,Renca,Vicuña Mackenna,NONE,-70.745639,-33.406205,1737644649234,2025-04-20T07:05:36.439182
573619506,5,CI,16,0,Maipú,Longitudinal,NONE,-70.748114,-33.470274,1743691025402,2025-04-20T07:05:36.439182
1183278980,5,CI,101,0,Conchalí,Av. Independencia,NONE,-70.682391,-33.382258,1741776157891,2025-04-20T07:05:36.439182
1205052624,5,CI,58,0,Cerro Navia,Vicuña Rozas,NONE,-70.727491,-33.432637,1744166300068,2025-04-20T07:05:36.439182
198535376,5,CI,16,0,Conchalí,El Pino,NONE,-70.68181,-33.383031,1743647653536,2025-04-20T07:05:36.439182
256410702,5,CI,74,0,Conchalí,Av. Independencia,NONE,-70.673132,-33.394031,1739932708038,2025-04-20T07:05:36.439182
30203338,5,CI,54,0,Cerro Navia,Vicuña Rozas,NONE,-70.723054,-33.433525,1744490561168,2025-04-20T07:05:36.439182
1158735638,5,CI,569,3.513888888888889,Lo Prado,Necochea,NONE,-70.713181,-33.442921,1745132178665,2025-04-20T07:05:36.439182
620640248,5,CI,20,0,Maipú,Av. Hugo Bravo,NONE,-70.747296,-33.474809,1744949034507,2025-04-20T07:05:36.439182
